Individual_number,Species,Locality,Data,Year,Month,Total_length_mm,Weight_g,Sampling_site,Lat,Long,Protective_regime,Proximity_human_settlements,
728,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.92,1.7,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
729,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.16,1.59,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
730,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.82,2.23,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
731,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.48,1.8,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
732,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.24,1.68,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
733,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,14.09,0.97,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
734,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.46,1.91,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
735,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.84,1.34,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
736,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15,1.21,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
737,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.3,1.42,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
738,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.14,1.25,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
739,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.6,2.53,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
740,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.98,1.73,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
741,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.3,2.71,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
742,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.13,2.14,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
743,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.26,3.17,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
744,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.84,1.24,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
745,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.89,1.98,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
746,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.67,1.61,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
747,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.95,1.52,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
748,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.62,1.72,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
749,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.79,1.43,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
750,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.01,1.77,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
751,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.94,1.57,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
752,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,14.42,1.09,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
753,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.38,1.15,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
754,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.07,2.07,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
755,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.89,1.79,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
756,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.87,2.53,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
757,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.94,1.48,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
758,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.6,2.02,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
759,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.11,1.68,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
760,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.21,1.75,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
761,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.08,1.57,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
762,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.6,1.73,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
763,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.35,1.78,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
764,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.9,1.8,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
765,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.77,2.11,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
766,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.46,2.19,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
767,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.01,1.48,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
768,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.94,2.3,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
769,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.33,1.89,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
770,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.31,2.07,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
771,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.6,1.45,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
772,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.99,1.75,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
773,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.36,2.9,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
774,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.17,1.24,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
775,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.04,2.69,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
776,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.03,1.18,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
777,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,14.6,1.07,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
778,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.77,3.11,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
779,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.14,1.15,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
780,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,13.8,0.92,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
781,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.11,1.82,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
782,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.6,1.24,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
783,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.23,1.26,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
784,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.43,1.42,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
785,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.01,1.09,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
786,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,22.17,3.65,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
787,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16,1.41,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
788,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.17,1.85,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
789,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.48,1.82,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
790,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.28,1.8,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
791,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.93,2.12,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
792,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.31,1.6,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
793,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.64,3.42,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
794,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,21.4,3.83,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
795,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.18,2.06,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
796,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.97,1.85,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
797,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.86,1.9,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
798,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.36,1.63,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
799,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.68,1.8,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
800,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.72,1.88,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
801,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.86,1.65,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
802,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.77,2.5,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
803,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.27,2.51,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
804,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16,1.31,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
805,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.43,1.54,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
806,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.73,1.78,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
807,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,21.16,3.01,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
808,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.55,2.05,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
809,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.74,1.94,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
810,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.65,1.33,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
811,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.28,1.47,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
812,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.75,1.63,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
813,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.25,1.39,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
814,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.84,2.31,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
815,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.62,1.17,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
816,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.18,1.3,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
817,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.44,1.58,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
818,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.54,2.06,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
819,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.31,1.64,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
820,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.68,1.74,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
821,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.45,1.55,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
822,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.66,1.32,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
823,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.01,1.97,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
824,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.25,2.11,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
825,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.79,1.84,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
826,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.14,1.72,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
827,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,14.51,0.93,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
828,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.22,1.14,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
829,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.16,1.64,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
830,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.79,2.14,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
831,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.17,2.76,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
832,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.48,1.59,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
833,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,21.55,3.55,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
834,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.56,1.53,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
835,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.36,2.55,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
836,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.82,1.6,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
837,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.79,1.85,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
838,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.26,2.7,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
839,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.5,2.06,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
840,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.57,1.39,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
841,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.76,1.44,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
842,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.75,1.46,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
843,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.33,2.11,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
844,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,14.99,1.45,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
845,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.22,1.12,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
846,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.18,1.34,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
847,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.99,1.35,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
848,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,24.1,5.42,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
849,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,21.6,3.28,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
850,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.05,2.41,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
851,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.44,2.31,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
852,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.05,2.96,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
853,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,22.65,4.19,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
854,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,21.41,3.32,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
855,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.71,1.54,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
856,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.93,1.55,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
857,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.08,2.51,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
858,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.35,2.24,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
859,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.52,1.88,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
860,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.31,1.62,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
861,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.45,1.71,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
862,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.63,1.68,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
863,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.79,1.97,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
864,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.2,1.5,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
865,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.09,1.81,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
866,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,11.76,0.61,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
867,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.76,1.27,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
868,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.06,1.33,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
869,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.93,1.32,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
870,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.14,1.88,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
871,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.22,1.77,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
872,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.06,1.29,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
873,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.59,1.41,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
874,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.36,1.56,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
875,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.4,1.67,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
876,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.19,2.12,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
877,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.33,1.75,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
878,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.25,1.61,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
879,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.96,1.54,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
880,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.59,1.23,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
881,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.29,2.01,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
882,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.99,1.85,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
883,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.69,1.67,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
884,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.9,2.44,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
885,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.53,2.77,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
886,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.91,2.32,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
887,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.54,2.55,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
888,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.89,1.78,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
889,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.05,1.65,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
890,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,13.97,0.92,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
891,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.02,1.91,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
892,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.05,2.14,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
893,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.66,1.54,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
894,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.11,1.15,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
895,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.94,1.47,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
896,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.56,1.75,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
897,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.78,1.34,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
898,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,14.23,0.98,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
899,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.69,1.42,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
900,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.26,2.07,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
901,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15,1.26,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
902,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,14.73,1.09,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
903,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.53,1.18,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
904,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.91,1.67,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
905,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.99,1.68,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
906,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.16,1.97,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
907,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.4,2.78,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
908,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.99,1.13,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
909,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.71,1.35,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
910,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.04,1.73,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
911,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.18,1.9,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
912,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,13.86,0.82,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
913,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.22,2.63,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
914,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.93,1.54,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
915,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.94,2.42,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
916,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.59,1.23,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
917,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.74,1.53,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
